source_system,source_ref,category,entity_type,plate,person_ref,severity,valid_from,valid_to,active,make,model,colour,owner_ref,rc_status,dl_no,holder_ref,dl_valid_to,fir_ref,police_station,wanted_status,subject_ref,note,provenance
eGujCop,BL-BLA-0029,blacklisted_vehicle,vehicle,GJ13SH8011,,medium,2026-01-01T00:00:00Z,,true,Hyundai,Creta,white,VAHAN-OWNER-6434,suspended,,,,FIR/2025/044,Sabarmati PS,blacklisted,,synthetic blacklisted vehicle record,synthetic
eGujCop,BL-BLA-0030,blacklisted_vehicle,vehicle,GJ08VK4050,,medium,2026-01-01T00:00:00Z,2026-06-01T00:00:00Z,true,Mahindra,Bolero,black,VAHAN-OWNER-2868,suspended,,,,FIR/2024/545,Odhav PS,blacklisted,,synthetic blacklisted vehicle record — window closed,synthetic
eGujCop,BL-BLA-0031,blacklisted_vehicle,vehicle,GJ08H5215,,medium,2026-01-01T00:00:00Z,,true,Mahindra,Bolero,maroon,VAHAN-OWNER-0510,suspended,,,,FIR/2026/375,Navrangpura PS,blacklisted,,synthetic blacklisted vehicle record,synthetic
eGujCop,BL-BLA-0032,blacklisted_vehicle,vehicle,GJ19F7515,,medium,2026-01-01T00:00:00Z,,true,Eicher,Pro 2049,black,VAHAN-OWNER-9801,suspended,,,,FIR/2024/670,Satellite PS,blacklisted,,synthetic blacklisted vehicle record,synthetic
eGujCop,BL-BLA-0033,blacklisted_vehicle,vehicle,GJ35ZN6341,,medium,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,Tata,Ace,blue,VAHAN-OWNER-3667,suspended,,,,FIR/2026/552,Ranip PS,blacklisted,,synthetic blacklisted vehicle record,synthetic
eGujCop,BL-BLA-0034,blacklisted_vehicle,vehicle,GJ04EH9189,,critical,2026-01-01T00:00:00Z,,true,TVS,Jupiter,white,VAHAN-OWNER-8391,suspended,,,,FIR/2024/217,Maninagar PS,blacklisted,,synthetic blacklisted vehicle record,synthetic
eGujCop,BL-BLA-0035,blacklisted_vehicle,vehicle,GJ36H2521,,medium,2026-01-01T00:00:00Z,,true,Maruti Suzuki,Alto,white,VAHAN-OWNER-2874,suspended,,,,FIR/2024/807,Navrangpura PS,blacklisted,,synthetic blacklisted vehicle record,synthetic
eGujCop,BL-BLA-0036,blacklisted_vehicle,vehicle,GJ37HN6679,,medium,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,Mahindra,Scorpio,brown,VAHAN-OWNER-1911,suspended,,,,FIR/2026/219,Bopal PS,blacklisted,,synthetic blacklisted vehicle record,synthetic
eGujCop,BL-BLA-0037,blacklisted_vehicle,vehicle,GJ01RC5436,,medium,2026-01-01T00:00:00Z,,true,Mahindra,Bolero,maroon,VAHAN-OWNER-5793,suspended,,,,FIR/2026/818,Vastrapur PS,blacklisted,,synthetic blacklisted vehicle record,synthetic
eGujCop,BL-BLA-0038,blacklisted_vehicle,vehicle,GJ19KS4011,,medium,2026-01-01T00:00:00Z,,true,Mahindra,Scorpio,brown,VAHAN-OWNER-3195,suspended,,,,FIR/2025/985,Ranip PS,blacklisted,,synthetic blacklisted vehicle record,synthetic
eGujCop,BL-BLA-0039,blacklisted_vehicle,vehicle,GJ24DH9250,,medium,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,Eicher,Pro 2049,black,VAHAN-OWNER-6410,suspended,,,,FIR/2026/683,Naroda PS,blacklisted,,synthetic blacklisted vehicle record,synthetic
eGujCop,BL-BLA-0040,blacklisted_vehicle,vehicle,GJ22MD4149,,medium,2026-01-01T00:00:00Z,2026-06-01T00:00:00Z,true,Bajaj,Pulsar,maroon,VAHAN-OWNER-2384,suspended,,,,FIR/2026/758,Bopal PS,blacklisted,,synthetic blacklisted vehicle record — window closed,synthetic
eGujCop,BL-BLA-0041,blacklisted_vehicle,vehicle,GJ12SG7413,,medium,2026-01-01T00:00:00Z,,true,Hyundai,i20,blue,VAHAN-OWNER-7998,suspended,,,,FIR/2024/383,Ranip PS,blacklisted,,synthetic blacklisted vehicle record,synthetic
eGujCop,BL-BLA-0042,blacklisted_vehicle,vehicle,GJ29RJ6776,,medium,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,TVS,Jupiter,maroon,VAHAN-OWNER-7785,suspended,,,,FIR/2024/505,Navrangpura PS,blacklisted,,synthetic blacklisted vehicle record,synthetic
eGujCop,BL-BLA-0043,blacklisted_vehicle,vehicle,GJ37FW4617,,medium,2026-01-01T00:00:00Z,,true,Maruti Suzuki,Swift,silver,VAHAN-OWNER-1985,suspended,,,,FIR/2026/540,Sabarmati PS,blacklisted,,synthetic blacklisted vehicle record,synthetic
eGujCop,BL-BLA-0044,blacklisted_vehicle,vehicle,GJ34YB3660,,medium,2026-01-01T00:00:00Z,,true,Mahindra,Scorpio,red,VAHAN-OWNER-4808,suspended,,,,FIR/2026/265,Ranip PS,blacklisted,,synthetic blacklisted vehicle record,synthetic
eGujCop,BL-BLA-0045,blacklisted_vehicle,vehicle,GJ32HX6725,,medium,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,Mahindra,Bolero,maroon,VAHAN-OWNER-6090,suspended,,,,FIR/2026/372,Ghatlodia PS,blacklisted,,synthetic blacklisted vehicle record,synthetic
eGujCop,BL-BLA-0046,blacklisted_vehicle,vehicle,GJ27LC7924,,medium,2026-01-01T00:00:00Z,,true,Toyota,Innova,black,VAHAN-OWNER-5518,suspended,,,,FIR/2025/878,Bopal PS,blacklisted,,synthetic blacklisted vehicle record,synthetic
eGujCop,WA-0001,wanted_person,person,,CASE/WA/2026/0001,high,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2026/825,Vastrapur PS,wanted,NAFIS-SUBJECT-00001,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0002,wanted_person,person,,CASE/WA/2025/0002,high,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2024/190,Odhav PS,wanted,NAFIS-SUBJECT-00002,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0003,wanted_person,person,,CASE/WA/2026/0003,high,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2024/831,Naroda PS,wanted,NAFIS-SUBJECT-00003,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0004,wanted_person,person,,CASE/WA/2025/0004,high,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,,,,FIR/2026/276,Satellite PS,wanted,NAFIS-SUBJECT-00004,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0005,wanted_person,person,,CASE/WA/2026/0005,high,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2024/605,Navrangpura PS,wanted,NAFIS-SUBJECT-00005,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0006,wanted_person,person,,CASE/WA/2025/0006,high,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2025/353,Sabarmati PS,wanted,NAFIS-SUBJECT-00006,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0007,wanted_person,person,,CASE/WA/2026/0007,high,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2026/966,Bopal PS,wanted,NAFIS-SUBJECT-00007,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0008,wanted_person,person,,CASE/WA/2025/0008,high,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,,,,FIR/2024/459,Ranip PS,wanted,NAFIS-SUBJECT-00008,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0009,wanted_person,person,,CASE/WA/2026/0009,high,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2025/524,Bopal PS,wanted,NAFIS-SUBJECT-00009,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0010,wanted_person,person,,CASE/WA/2025/0010,high,2026-01-01T00:00:00Z,2026-06-01T00:00:00Z,true,,,,,,,,,FIR/2026/780,Maninagar PS,wanted,NAFIS-SUBJECT-00010,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0011,wanted_person,person,,CASE/WA/2026/0011,high,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2024/048,Navrangpura PS,wanted,NAFIS-SUBJECT-00011,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0012,wanted_person,person,,CASE/WA/2025/0012,high,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,,,,FIR/2024/335,Ghatlodia PS,wanted,NAFIS-SUBJECT-00012,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0013,wanted_person,person,,CASE/WA/2026/0013,critical,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2026/084,Naroda PS,wanted,NAFIS-SUBJECT-00013,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0014,wanted_person,person,,CASE/WA/2025/0014,high,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2026/693,Sabarmati PS,wanted,NAFIS-SUBJECT-00014,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0015,wanted_person,person,,CASE/WA/2026/0015,high,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2025/386,Odhav PS,wanted,NAFIS-SUBJECT-00015,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0016,wanted_person,person,,CASE/WA/2025/0016,high,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,,,,FIR/2024/676,Navrangpura PS,wanted,NAFIS-SUBJECT-00016,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0017,wanted_person,person,,CASE/WA/2026/0017,high,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2025/052,Bopal PS,wanted,NAFIS-SUBJECT-00017,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0018,wanted_person,person,,CASE/WA/2025/0018,high,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2024/124,Odhav PS,wanted,NAFIS-SUBJECT-00018,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0019,wanted_person,person,,CASE/WA/2026/0019,high,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2025/574,Naroda PS,wanted,NAFIS-SUBJECT-00019,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0020,wanted_person,person,,CASE/WA/2025/0020,high,2026-01-01T00:00:00Z,2026-06-01T00:00:00Z,true,,,,,,,,,FIR/2025/810,Odhav PS,wanted,NAFIS-SUBJECT-00020,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0021,wanted_person,person,,CASE/WA/2026/0021,high,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2024/715,Vastrapur PS,wanted,NAFIS-SUBJECT-00021,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0022,wanted_person,person,,CASE/WA/2025/0022,high,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2026/869,Vastrapur PS,wanted,NAFIS-SUBJECT-00022,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0023,wanted_person,person,,CASE/WA/2026/0023,high,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2026/424,Sabarmati PS,wanted,NAFIS-SUBJECT-00023,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0024,wanted_person,person,,CASE/WA/2025/0024,high,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,,,,FIR/2025/393,Navrangpura PS,wanted,NAFIS-SUBJECT-00024,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0025,wanted_person,person,,CASE/WA/2026/0025,high,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2026/196,Ranip PS,wanted,NAFIS-SUBJECT-00025,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0026,wanted_person,person,,CASE/WA/2025/0026,critical,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2024/741,Sabarmati PS,wanted,NAFIS-SUBJECT-00026,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0027,wanted_person,person,,CASE/WA/2026/0027,high,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2024/623,Vastrapur PS,wanted,NAFIS-SUBJECT-00027,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0028,wanted_person,person,,CASE/WA/2025/0028,high,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,,,,FIR/2025/024,Maninagar PS,wanted,NAFIS-SUBJECT-00028,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0029,wanted_person,person,,CASE/WA/2026/0029,high,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2025/049,Ghatlodia PS,wanted,NAFIS-SUBJECT-00029,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0030,wanted_person,person,,CASE/WA/2025/0030,high,2026-01-01T00:00:00Z,2026-06-01T00:00:00Z,true,,,,,,,,,FIR/2026/041,Naroda PS,wanted,NAFIS-SUBJECT-00030,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0031,wanted_person,person,,CASE/WA/2026/0031,high,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2024/080,Satellite PS,wanted,NAFIS-SUBJECT-00031,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0032,wanted_person,person,,CASE/WA/2025/0032,high,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,,,,FIR/2024/492,Naroda PS,wanted,NAFIS-SUBJECT-00032,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0033,wanted_person,person,,CASE/WA/2026/0033,high,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2025/282,Odhav PS,wanted,NAFIS-SUBJECT-00033,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0034,wanted_person,person,,CASE/WA/2025/0034,high,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2024/091,Satellite PS,wanted,NAFIS-SUBJECT-00034,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0035,wanted_person,person,,CASE/WA/2026/0035,high,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2026/551,Odhav PS,wanted,NAFIS-SUBJECT-00035,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0036,wanted_person,person,,CASE/WA/2025/0036,high,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,,,,FIR/2025/194,Naroda PS,wanted,NAFIS-SUBJECT-00036,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0037,wanted_person,person,,CASE/WA/2026/0037,high,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2024/127,Bopal PS,wanted,NAFIS-SUBJECT-00037,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0038,wanted_person,person,,CASE/WA/2025/0038,high,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2025/896,Sabarmati PS,wanted,NAFIS-SUBJECT-00038,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0039,wanted_person,person,,CASE/WA/2026/0039,critical,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2026/857,Ranip PS,wanted,NAFIS-SUBJECT-00039,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,WA-0040,wanted_person,person,,CASE/WA/2025/0040,high,2026-01-01T00:00:00Z,2026-06-01T00:00:00Z,true,,,,,,,,,FIR/2026/010,Maninagar PS,wanted,NAFIS-SUBJECT-00040,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,MI-0001,missing_person,person,,CASE/MI/2026/0001,medium,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2026/438,Bopal PS,missing,AFIS-SUBJECT-00001,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,MI-0002,missing_person,person,,CASE/MI/2025/0002,medium,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2025/797,Satellite PS,missing,AFIS-SUBJECT-00002,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
AFIS,MI-0003,missing_person,person,,CASE/MI/2026/0003,medium,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2026/966,Ranip PS,missing,AFIS-SUBJECT-00003,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,MI-0004,missing_person,person,,CASE/MI/2025/0004,medium,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,,,,FIR/2026/292,Sabarmati PS,missing,AFIS-SUBJECT-00004,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,MI-0005,missing_person,person,,CASE/MI/2026/0005,medium,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2025/551,Ghatlodia PS,missing,AFIS-SUBJECT-00005,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
AFIS,MI-0006,missing_person,person,,CASE/MI/2025/0006,medium,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2024/846,Navrangpura PS,missing,AFIS-SUBJECT-00006,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,MI-0007,missing_person,person,,CASE/MI/2026/0007,medium,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2026/379,Navrangpura PS,missing,AFIS-SUBJECT-00007,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,MI-0008,missing_person,person,,CASE/MI/2025/0008,medium,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,,,,FIR/2024/713,Bopal PS,missing,AFIS-SUBJECT-00008,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
AFIS,MI-0009,missing_person,person,,CASE/MI/2026/0009,medium,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2026/981,Odhav PS,missing,AFIS-SUBJECT-00009,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,MI-0010,missing_person,person,,CASE/MI/2025/0010,medium,2026-01-01T00:00:00Z,2026-06-01T00:00:00Z,true,,,,,,,,,FIR/2025/813,Ranip PS,missing,AFIS-SUBJECT-00010,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,MI-0011,missing_person,person,,CASE/MI/2026/0011,medium,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2026/522,Naroda PS,missing,AFIS-SUBJECT-00011,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
AFIS,MI-0012,missing_person,person,,CASE/MI/2025/0012,medium,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,,,,FIR/2024/549,Maninagar PS,missing,AFIS-SUBJECT-00012,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,MI-0013,missing_person,person,,CASE/MI/2026/0013,critical,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2026/515,Bopal PS,missing,AFIS-SUBJECT-00013,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,MI-0014,missing_person,person,,CASE/MI/2025/0014,medium,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2026/618,Sabarmati PS,missing,AFIS-SUBJECT-00014,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
AFIS,MI-0015,missing_person,person,,CASE/MI/2026/0015,medium,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2024/312,Bopal PS,missing,AFIS-SUBJECT-00015,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,MI-0016,missing_person,person,,CASE/MI/2025/0016,medium,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,,,,FIR/2025/204,Satellite PS,missing,AFIS-SUBJECT-00016,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,MI-0017,missing_person,person,,CASE/MI/2026/0017,medium,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2024/527,Ranip PS,missing,AFIS-SUBJECT-00017,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
AFIS,MI-0018,missing_person,person,,CASE/MI/2025/0018,medium,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2025/925,Navrangpura PS,missing,AFIS-SUBJECT-00018,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,MI-0019,missing_person,person,,CASE/MI/2026/0019,medium,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2026/138,Maninagar PS,missing,AFIS-SUBJECT-00019,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,MI-0020,missing_person,person,,CASE/MI/2025/0020,medium,2026-01-01T00:00:00Z,2026-06-01T00:00:00Z,true,,,,,,,,,FIR/2024/899,Sabarmati PS,missing,AFIS-SUBJECT-00020,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
AFIS,MI-0021,missing_person,person,,CASE/MI/2026/0021,medium,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2026/853,Navrangpura PS,missing,AFIS-SUBJECT-00021,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,MI-0022,missing_person,person,,CASE/MI/2025/0022,medium,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2025/286,Ghatlodia PS,missing,AFIS-SUBJECT-00022,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,MI-0023,missing_person,person,,CASE/MI/2026/0023,medium,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2025/124,Sabarmati PS,missing,AFIS-SUBJECT-00023,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
AFIS,MI-0024,missing_person,person,,CASE/MI/2025/0024,medium,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,,,,FIR/2025/533,Ranip PS,missing,AFIS-SUBJECT-00024,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,MI-0025,missing_person,person,,CASE/MI/2026/0025,medium,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2024/472,Naroda PS,missing,AFIS-SUBJECT-00025,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,MI-0026,missing_person,person,,CASE/MI/2025/0026,critical,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2026/095,Ranip PS,missing,AFIS-SUBJECT-00026,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
AFIS,MI-0027,missing_person,person,,CASE/MI/2026/0027,medium,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2024/942,Navrangpura PS,missing,AFIS-SUBJECT-00027,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,MI-0028,missing_person,person,,CASE/MI/2025/0028,medium,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,,,,FIR/2025/353,Sabarmati PS,missing,AFIS-SUBJECT-00028,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
eGujCop,MI-0029,missing_person,person,,CASE/MI/2026/0029,medium,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2024/941,Ghatlodia PS,missing,AFIS-SUBJECT-00029,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
AFIS,MI-0030,missing_person,person,,CASE/MI/2025/0030,medium,2026-01-01T00:00:00Z,2026-06-01T00:00:00Z,true,,,,,,,,,FIR/2024/720,Ghatlodia PS,missing,AFIS-SUBJECT-00030,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
NAFIS,SU-0001,suspect,person,,CASE/SU/2026/0001,low,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2025/864,Ranip PS,under_investigation,NAFIS-SUBJECT-00001,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
NAFIS,SU-0002,suspect,person,,CASE/SU/2025/0002,low,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2026/900,Maninagar PS,under_investigation,NAFIS-SUBJECT-00002,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
NAFIS,SU-0003,suspect,person,,CASE/SU/2026/0003,low,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2024/265,Satellite PS,under_investigation,NAFIS-SUBJECT-00003,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
NAFIS,SU-0004,suspect,person,,CASE/SU/2025/0004,low,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,,,,FIR/2024/249,Ranip PS,under_investigation,NAFIS-SUBJECT-00004,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
NAFIS,SU-0005,suspect,person,,CASE/SU/2026/0005,low,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2026/755,Satellite PS,under_investigation,NAFIS-SUBJECT-00005,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
NAFIS,SU-0006,suspect,person,,CASE/SU/2025/0006,low,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2025/511,Odhav PS,under_investigation,NAFIS-SUBJECT-00006,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
NAFIS,SU-0007,suspect,person,,CASE/SU/2026/0007,low,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2024/111,Sabarmati PS,under_investigation,NAFIS-SUBJECT-00007,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
NAFIS,SU-0008,suspect,person,,CASE/SU/2025/0008,low,2026-01-01T00:00:00Z,2027-12-31T00:00:00Z,true,,,,,,,,,FIR/2025/402,Odhav PS,under_investigation,NAFIS-SUBJECT-00008,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
NAFIS,SU-0009,suspect,person,,CASE/SU/2026/0009,low,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2024/060,Naroda PS,under_investigation,NAFIS-SUBJECT-00009,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
NAFIS,SU-0010,suspect,person,,CASE/SU/2025/0010,low,2026-01-01T00:00:00Z,2026-06-01T00:00:00Z,true,,,,,,,,,FIR/2025/954,Naroda PS,under_investigation,NAFIS-SUBJECT-00010,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
NAFIS,SU-0011,suspect,person,,CASE/SU/2026/0011,low,2026-01-01T00:00:00Z,,true,,,,,,,,,FIR/2026/590,Navrangpura PS,under_investigation,NAFIS-SUBJECT-00011,reference-only subject record — SAAKSHI processes no biometrics and performs no face recognition,synthetic
